id	dirll	name	nameEng	quality	m_Desc	desc	role_id	role_tag	add_role_id	summon	fit_result	unite	uniteLabel	subTfSkills	skills	jcSkills	tfSkills	tcSkills	card_type	break_id	breakModels	skin	skinMinBreakLv	itemId	coreItemId	key	model	career	main_type	attack	defense	maxhp	speed	crit	crit_rate	resist	hit	np	sp_race	sp_race2	sp	overLoad	hot	nMoveType	nClass	nStep	sMech	equip_suits	fight_cost	grids	gridsIcon	halo	get_from_gm	isActionLog	isUseCommon	base_card	changeCardIds	notBuyAllTcSkills	notBuyChangeCardIds	enum	pos_enum
90110	90110	氷結トラップ	Freeze Bomb	4	砕星人が製造したトラップ装置.敵を検知すると自爆カウントダウンに入り,内部に搭載された氷結モジュールが爆発すると冷気を放つ.戦況を安定させるため,速やかに処理することが推奨される	凍結爆弾という名の戦士		90110						10001	901100101;901100301;4900501	901100101;901100301	4900501		1	74341			{}			90110	9011001	2	4	128	93	1315	100	1.5	0.05	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	2	
90120	90120	デストロイヤー	Gravastar Bomb	4	砕星人が製造した高威力トラップ装置.敵を検知すると自爆カウントダウンに入り,そのダメージは爆破トラップをはるかに上回り,味方の陣地に壊滅的な打撃を与える.特に注意が必要で,慎重に処理することが推奨される	黒星爆弾という名の戦士		90120						10001	901200101;901200301;4900501	901200101;901200301	4900501		1	74441			{}			90120	9012001	2	4	128	93	1315	100	1.5	0.05	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	2	
90130	90130	軽減デバイス	Augmentation Device	4	砕星人が製造した特殊な装置.敵の陣地に存在する間,敵全体にダメージ減少を付与する.作戦進行の妨げになるため,迅速に処理することが推奨される	切削デバイスという名の戦士		90130						10001	901300201;4900501	901300201	4900501		1	74141			{}			90130	9013001	2	4	128	93	1315	100	1.5	0.05	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	2	
90140	90140	光壁デバイス	Deflection Device	4	砕星人が製造した特殊な装置.敵の陣地に存在する間,敵全体にEN装甲を付与する.作戦進行の妨げになるため,迅速に処理することが推奨される	偏光デバイスという名の戦士		90140						10001	901400201;4900501	901400201	4900501		1	74241			{}			90140	9014001	2	4	128	93	1315	100	1.5	0.05	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	2	
90150	90150	装甲デバイス	Defense Device	4	砕星人が製造した特殊な装置.敵の陣地に存在する間,敵全体に物理装甲を付与する.作戦進行の妨げになるため,迅速に処理することが推奨される	切断デバイスという名の戦士		90150						10001	901500201;4900501	901500201	4900501		1	74341			{}			90150	9015001	2	4	128	93	1315	100	1.5	0.05	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	2	
90160	90160	防御デバイス	Barrier Device	4	砕星人が製造した特殊な装置.敵の陣地に存在する間,敵全体に防御力増加を付与する.作戦進行の妨げになるため,迅速に処理することが推奨される	防御デバイスという名の戦士		90160						10001	901600201;4900501	901600201	4900501		1	74441			{}			90160	9016001	2	4	128	93	1315	100	1.5	0.05	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	2	
90170	90170	バリアデバイス	Shielding Device	4	砕星人が製造した特殊な装置.敵の陣地に存在する間,敵全体にシールドを付与する.かなり作戦進行の妨げになるため,迅速に処理することが推奨される	波紋デバイスという名の戦士		90170						10001	901700201;4900501	901700201	4900501		1	74141			{}			90170	9017001	2	4	128	93	1315	100	1.5	0.05	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	2	
90180	90180	回復デバイス	Repair Device	4	砕星人が製造した特殊な装置.敵の陣地に存在する間,敵の損傷を修復する.著しく作戦進行の妨げになるため,迅速に処理することが推奨される	修復デバイスⅠ型という名の戦士		90180						10001	901800201;4900501	901800201	4900501		1	74241			{}			90180	9018001	2	4	128	93	1315	100	1.5	0.05	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	2	
90190	90190	パナケイア	Spherical Repair Device	4	砕星人が製造した特殊な装置.敵全体の損傷を高効率に修復する.特に注意する必要があり,迅速に処理することが推奨される	修復デバイスⅡ型という名の戦士		90190						10001	901900201;4900501	901900201	4900501		1	74341			{}			90190	9019001	2	4	128	93	1315	100	1.5	0.05	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	2	
90200	90200	減速デバイス	Slow Matrix	4	砕星人が製造した特殊な装置.敵の陣地に存在する間,味方全体に機動力弱体を付与する.作戦進行の妨げになるため,迅速に処理することが推奨される	機動妨害方陣という名の戦士		90200						10001	902000201;4900501	902000201	4900501		1	74441			{}			90200	9020001	2	4	128	93	1315	100	1.5	0.05	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	2	
90210	90210	遅延デバイス	Interference Matrix	4	砕星人が製造した特殊な装置.敵の陣地に存在する間,味方全体に行動遅延を与える.著しく作戦進行の妨げになるため,迅速に処理することが推奨される	行動遅延方陣という名の戦士		90210						10001	902100201;4900501	902100201	4900501		1	74141			{}			90210	9021001	2	4	128	93	1315	100	1.5	0.05	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	2	
90220	90220	衰弱デバイス	Trauma Matrix	4	砕星人が製造した特殊な装置.敵の陣地に存在する間,味方全体に回復弱体を付与する.かなり作戦進行の妨げになるため,迅速に処理することが推奨される	回復妨害方陣という名の戦士		90220						10001	902200201;4900501	902200201	4900501		1	74241			{}			90220	9022001	2	4	128	93	1315	100	1.5	0.05	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	2	
90230	90230	増強デバイス	Increment matrix	4	砕星人が製造した特殊な装置.敵の陣地に存在する間,味方全体に被ダメージ増加を付与する.かなり作戦進行の妨げになるため,迅速に処理することが推奨される	増幅方陣という名の戦士		90230						10001	902300201;4900501	902300201	4900501		1	74341			{}			90230	9023001	2	4	128	93	1315	100	1.5	0.05	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	2	
90240	90240	拘束デバイス	Imprisoning matrix	4	砕星人が製造した特殊な装置.敵の陣地に存在する間,味方単体に拘束力場を付与する.かなり作戦進行の妨げになるため,迅速に処理することが推奨される	拘束力場方陣という名の戦士		90240						10001	902400201;4900501	902400201	4900501		1	74441			{}			90240	9024001	2	4	128	93	1315	100	1.5	0.05	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	2	
90250	90250	シンクロ用素体	TRAINER	3	極めて稀な戦争クリーチャーで,製造者と制御者は未だ不明.移動,攻撃性能は他の戦闘用クリーチャーをはるかに上回り,戦闘力は同規格の機神に匹敵する.遭遇した場合,慎重に状況を判断した上で,適切な戦術配置を行うことが推奨される	シンクロ用素体という名の戦士	90250	90250						10001	902500101;902500201;902500301;4900801	902500101;902500201;902500301	4900801		1	54101			{}			90250	9025001	1	4	128	93	1315	100	1.5	0.05	0	0	0	5	10	30	0	100	1	5	0	5		0				True	False	False	True	{}	{}	{}	1	
90251	90250	シンクロ用素体	TRAINER	3	極めて稀な戦争クリーチャーで,製造者と制御者は未だ不明.移動,攻撃性能は他の戦闘用クリーチャーをはるかに上回り,戦闘力は同規格の機神に匹敵する.遭遇した場合,慎重に状況を判断した上で,適切な戦術配置を行うことが推奨される	シンクロ用素体という名の戦士	90251	90250						10001	902500101;902500201;902500301;4900801	902500101;902500201;902500301	4900801		1	54201			{}			90251	9025001	1	4	128	93	1315	100	1.5	0.05	0	0	0	5	10	30	0	100	1	3	0	3		0				True	False	False	True	{}	{}	{}	1	
90252	90250	シンクロ用素体	TRAINER	3	極めて稀な戦争クリーチャーで,製造者と制御者は未だ不明.移動,攻撃性能は他の戦闘用クリーチャーをはるかに上回り,戦闘力は同規格の機神に匹敵する.遭遇した場合,慎重に状況を判断した上で,適切な戦術配置を行うことが推奨される	シンクロ用素体という名の戦士	90252	90250						10001	902500101;902500201;902500301;4900801	902500101;902500201;902500301	4900801		1	54201			{}			90252	9025001	1	4	128	93	1315	100	1.5	0.05	0	0	0	5	10	30	0	100	1	6	0	6		0				True	False	False	True	{}	{}	{}	1	
90260	90260	一般兵α	GSDS Alpha	4	グリークプレートでよく見られるクリーチャーで,軽量の自動化人型歩兵に属する.多くの場合,労働のために使用されるが,追加で剣と盾を装備すると,正規戦闘兵器として使用できる	自律歩兵αという名の戦士		90260						10001	902600101;902600201;4900401	902600101;902600201	4900401		1	74241			{}			90260	9026001	1	4	128	93	1315	100	1.5	0.05	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	1	
90270	90270	一般兵β	GSDS Bate	4	グリークプレートでよく見られるクリーチャーで,軽量の自動化人型歩兵に属する.多くの場合,労働のために使用されるが,追加で双剣を装備すると,突撃型戦闘兵器として使用できる	自律歩兵βという名の戦士		90270						10001	902700101;902700201;4900201	902700101;902700201	4900201		1	74341			{}			90270	9027001	1	4	149	94	1132	99	1.5	0.05	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	1	
90280	90280	一般兵γ	GSDS Delta	4	グリークプレートでよく見られるクリーチャーで,軽量の自動化人型歩兵に属する.多くの場合,労働のために使用されるが,追加で長槍を装備すると,推進型戦闘兵器として使用できる	自律歩兵δという名の戦士		90280						10001	902800101;902800201;4900301	902800101;902800201	4900301		1	74441			{}			90280	9028001	1	4	149	93	1132	101	1.5	0.05	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	1	
90290	90290	一般兵δ	GSDS Gamma	4	グリークプレートでよく見られるクリーチャーで,軽量の自動化人型歩兵に属する.多くの場合,労働のために使用されるが,追加で銃器を装備すると,射撃型戦闘兵器として使用できる	自律歩兵γという名の戦士		90290						10001	902900101;902900201;4900501	902900101;902900201	4900501		1	74141			{}			90290	9029001	1	4	153	92	1096	102	1.5	0.05	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	1	
90300	90300	上位兵α	GSDG Alpha	4	グリークプレートでよく見られる戦闘用クリーチャーで,自動化人型重量兵器に属する.戦闘能力は通常のクリーチャーよりも強く,主に重量型の剣刃を装備し,中枢やその他の重要施設の防衛に使用される	自律先兵αという名の戦士		90300						10001	903000101;903000201;4900201	903000101;903000201	4900201		1	74241			{}			90300	9030001	1	4	159	94	1405	105	1.5	0.03	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	1	
90310	90310	上位兵β	GSDG Bate	4	グリークプレートでよく見られる戦闘用クリーチャーで,自動化人型重量兵器に属する.戦闘能力は通常のクリーチャーよりも強く,主に重量型の盾と斧を装備し,中枢やその他の重要施設の防衛に使用される	自律先兵βという名の戦士		90310						10001	903100101;903100201;4900701	903100101;903100201	4900701		1	74341			{}			90310	9031001	1	4	156	96	1391	106	1.5	0.03	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	1	
90311	90310	上位兵β	GSDG Bate	4	冥界の入口に遺された七弦琴.その形はダークサブスタンスの腐食で変わり果ててしまったが,今でも人を魅了する音色を奏でられる.明けても暮れても,静かにここで主人を待ち続けている	自律先兵βという名の戦士		90310						10001	903100101;903100201;4900701	903100101;903100201	4900701		1	74441			{}			90311	9031001	1	4	156	96	1391	106	1.5	0.03	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	1	
90320	90320	上位兵γ	GSDG Gamma	4	グリークプレートでよく見られる戦闘用クリーチャーで,自動化人型重量兵器に属する.戦闘能力は通常のクリーチャーよりも強く,主に重量型のウォーハンマーを装備し,中枢やその他の重要施設の防衛に使用される	自律先兵γという名の戦士		90320						10001	903200101;903200201;4900601	903200101;903200201	4900601		1	74441			{}			90320	9032001	1	4	163	94	1378	103	1.5	0.05	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	1	
90321	90320	上位兵γ	GSDG Gamma	4	一滴の透明な涙が,憂鬱な色を帯びて輝いている.激流の死ノ河を渡り,静かな幽谷を越え,人間界に戻る時,愛する人が目の前で水の泡となった.伝説の詩人は,人間界の微かな光が見える冥界の入口で,自分の涙を永遠に残した	自律先兵γという名の戦士		90320						10001	903200101;903200201;4900601	903200101;903200201	4900601		1	74241			{}			90321	9032001	1	4	156	96	1391	106	1.5	0.03	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	1	
90330	90330	上位兵δ	GSDG Delta	4	グリークプレートでよく見られる戦闘用クリーチャーで,自動化人型重量兵器に属する.戦闘能力は通常のクリーチャーよりも強く,主に軽量型の盾と銃器を装備し,中枢やその他の重要施設の防衛に使用される	自律先兵δという名の戦士		90330						10001	903300101;903300201;4900501	903300101;903300201	4900501		1	74141			{}			90330	9033001	1	4	157	100	1405	104	1.5	0.02	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	1	
90331	90330	上位兵δ	GSDG Delta	4	千年の時が流れ,故人の面影もすでに水の泡となった	自律先兵δという名の戦士		90330						10001	903300101;903300201;4900501	903300101;903300201	4900501		1	74241			{}			90331	9033001	1	4	157	100	1405	104	1.5	0.02	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	1	
90340	90340	上位兵ε	GSDG Epsilon	4	グリークプレートでよく見られる戦闘用クリーチャーで,自動化人型重量兵器に属する.戦闘能力は通常のクリーチャーよりも強く,主に重量型の盾を装備し,中枢やその他の重要施設の防衛に使用される	自律先兵εという名の戦士		90340						10001	903400101;903400201;4900301	903400101;903400201	4900301		1	74241			{}			90340	9034001	1	4	152	99	1432	105	1.5	0.02	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	1	
90341	90340	上位兵ε	GSDG Epsilon	4	冥界に降り立った頃,彼女の手にはまだ朝露に濡れた花が握られていた	自律先兵εという名の戦士		90340						10001	903400101;903400201;4900301	903400101;903400201	4900301		1	74341			{}			90341	9034001	1	4	152	99	1432	105	1.5	0.02	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	1	
90350	90350	イーグガードα	Eagle Guard Alpha	4	少量ながらグリークプレートで見られる戦闘用クリーチャー,能動出撃型兵器に属する.全体設計は敵を迅速に撃破することを目的としており,武器の攻撃性能と機動性が非常に高く,味方にとって大きな脅威となるため,慎重に対処する必要がある	イーグガードαという名の戦士		90350						10001	903500101;903500201;4900201	903500101;903500201	4900201		1	74341			{}			90350	9035001	1	4	165	85	1336	111	1.5	0.05	0	0	0	5	10	30	0	100	1	7	0	7		0	7			True	False	False	True	{}	{}	{}	1	
90351	90350	イーグガードα	Eagle Guard Alpha	4	始まりも終わりもない歌が,冥界の深淵で絶えず響いている	イーグガードαという名の戦士		90350						10001	903500101;903500201;4900201	903500101;903500201	4900201		1	74441			{}			90351	9035001	1	4	165	85	1336	111	1.5	0.05	0	0	0	5	10	30	0	100	1	7	0	7		0	7			True	False	False	True	{}	{}	{}	1	
90360	90360	イーグガードβ	Eagle Guard Bate	4	少量ながらグリークプレートで見られる戦闘用クリーチャー,能動出撃型兵器に属する.全体設計は敵を迅速に撃破することを目的としており,外装が変形して多様な環境で高速移動でき,攻撃が迅速で回避が非常に難しい	イーグガードβという名の戦士		90360						10001	903600101;903600201;4900401	903600101;903600201	4900401		1	74441			{}			90360	9036001	1	4	174	85	1254	113	1.5	0.03	0	0	0	5	10	30	0	100	1	7	0	7		0	7			True	False	False	True	{}	{}	{}	5	
90361	90360	イーグガードβ	Eagle Guard Bate	4	オリュンポスの山奥でナイチンゲールが絶えず鳴き,悲しき思いを冥界に届ける.そして今,その濃厚な思いはダークサブスタンスの影響で,より歪んだ生物に変わり,迷える魂を留めようにも徒労に終わる	イーグガードβという名の戦士		90360						10001	903600101;903600201;4900401	903600101;903600201	4900401		1	74241			{}			90361	9036001	1	4	174	85	1254	113	1.5	0.03	0	0	0	5	10	30	0	100	1	7	0	7		0	7			True	False	False	True	{}	{}	{}	5	
90370	90370	タウルスガードα	White Comet	4	グリークプレートでも上位に位置付けられている戦術級クリーチャー,オリュンポスによって直接制御されている.その性能は他の戦闘用クリーチャーをはるかに上回っており,主に大型中枢や要塞の近くを巡回している.追撃能力が非常に高いため,特に注意が必要	タウルスガードαという名の戦士		90370						10001	903700101;903700201;903700301;903701301;4900401	903700101;903700201;903700301;903701301	4900401		1	74141			{}			90370	9037001	1	4	155	95	1390	110	1.5	0.02	0	0	0	5	10	30	0	100	1	7	0	7		0	11			True	False	False	True	{}	{}	{}	6	
90380	90380	ダークタウルス	Black Meteor	4	グリークプレートでも上位に位置付けられている戦術級クリーチャー,オリュンポスによって直接制御されている.その性能は他の戦闘用クリーチャーをはるかに上回っており,主に大型中枢や要塞の近くを巡回している.継戦能力が非常に高いため,特に注意が必要	ダークタウルスという名の戦士		90380						10001	903800101;903800201;903800301;903801301;4900601	903800101;903800201;903800301;903801301	4900601		1	74241			{}			90380	9038001	1	4	159	97	1336	109	1.5	0.03	0	0	0	5	10	30	0	100	1	7	0	7		0	11			True	False	False	True	{}	{}	{}	6	
90400	90400	キメラ	Chimera	4	EN指数が非常に高い戦闘用機械で,製造者と制御者は未だ不明.装備された武器の破壊力が非常に高く,本体の戦闘力は同規格の機神をも上回る.効果的な対策装備がない場合,遭遇時には撤退を優先することが推奨される	キメラ0という名の戦士		90400						10001	904000101;904000201;904000301;4900301	904000101;904000201;904000301	4900301		1	74341			{}			90400	9040001	1	4	143	101	1418	106	1.5	0.06	0	0	0	5	10	30	0	100	1	7	0	7		0	12			True	False	False	True	{}	{}	{}	9	
90401	90400	キメラ	Chimera	4	冷酷な亡霊の渡し守も,七弦琴の音色に心を動かされたことがある	キメラ0という名の戦士		90400						10001	904000101;904000201;904000301;4900301	904000101;904000201;904000301	4900301		1	74341			{}			90401	9040001	1	4	143	101	1418	106	1.5	0.06	0	0	0	5	10	30	0	100	1	7	0	7		0	12			True	False	False	True	{}	{}	{}	9	
90410	90410	一般パペット	Regular Puppet	4	プレート収束塔の中にいる機械天使で,塔内のコアエンジェルによって制御されている.主な機能は収束塔内の秩序を維持すること.高度な知能を持ち,戦闘能力は通常の砕星クリーチャーよりも強い	一般パペットという名の戦士		90410						10001	904100101;904100201;904100301;904101301;4900201	904100101;904100201;904100301;904101301	4900201		1	74341			{}			90410	9041001	1	4	159	95	1363	106	1.5	0.06	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	11	
90420	90420	俊敏パペット	Swift Puppet	4	プレート収束塔の中にいる機械天使で,塔内のコアエンジェルによって制御されている.主な機能は収束塔内の秩序を維持すること.高度な知能を持ち,主に剣を装備しており,機動型戦闘ユニットとして使用される	俊敏パペットという名の戦士		90420						10001	904200101;904200201;904200301;904201301;4900401	904200101;904200201;904200301;904201301	4900401		1	74441			{}			90420	9042001	1	4	171	87	1295	111	1.5	0.04	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	11	
90430	90430	重撃パペット	Bash Puppet	4	プレート収束塔の中にいる機械天使で,塔内のコアエンジェルによって制御されている.主な機能は収束塔内の秩序を維持すること.高度な知能を持ち,主にロボットアームを装備しており,重撃型戦闘ユニットとして使用される	重撃パペットという名の戦士		90430						10001	904300101;904300201;904300301;904301301;4900501	904300101;904300201;904300301;904301301	4900501		1	74141			{}			90430	9043001	1	4	152	95	1363	103	1.5	0.11	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	11	
90440	90440	ENパペット	Energy Puppet	4	プレート収束塔の中にいる機械天使で,塔内のコアエンジェルによって制御されている.主な機能は収束塔内の秩序を維持すること.高度な知能を持つ,主に飛行砲台を装備しており,EN型の戦闘ユニットとして使用される	ENパペットという名の戦士		90440						10001	904400101;904400201;904400301;904401301;4900701	904400101;904400201;904400301;904401301	4900701		1	74241			{}			90440	9044001	1	4	152	95	1363	103	1.5	0.11	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	11	
90450	90450	狙撃パペット	Sniper Puppet	4	プレート収束塔の中にいる機械天使で,塔内のコアエンジェルによって制御されている.主な機能は収束塔内の秩序を維持すること.高度な知能を持つ,主に実弾銃砲を装備しており,狙撃型の戦闘ユニットとして使用される	狙撃パペットという名の戦士		90450						10001	904500101;904500201;904500301;904501301;4900501	904500101;904500201;904500301;904501301	4900501		1	74341			{}			90450	9045001	1	4	174	86	1227	108	1.5	0.09	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	11	
90460	90460	防御パペット	Defense Puppet	4	プレート収束塔の中にいる機械天使で,塔内のコアエンジェルによって制御されている.主な機能は収束塔内の秩序を維持すること.高度な知能を持つ,主に重量型盾を装備しており,防御型の戦闘ユニットとして使用される	防御パペットという名の戦士		90460						10001	904600101;904600201;904600301;904601301;4900301	904600101;904600201;904600301;904601301	4900301		1	74441			{}			90460	9046001	1	4	143	101	1418	106	1.5	0.06	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	11	
90610	90610	マンティコア	Drasoul	6	EN指数が非常に高い戦闘用機械で,製造者と制御者は未だ不明.装備された武器の破壊力が非常に高く,本体の戦闘力は同規格の機神をも上回る.効果的な対策装備がない場合,遭遇時には撤退を優先することが推奨される	マンティコアという名の戦士		90610						10001	906100101;906100201;906100301;4900301	906100101;906100201;906100301	4900301		1	74161			{}			90610	9061001	1	4	143	101	1418	106	1.5	0.06	0	0	0	5	10	30	0	100	1	7	0	7		0	12			True	False	False	True	{}	{}	{}	12	
90611	90611	マンティコア1	Drasoul	6	マンティコア1という名の戦士	マンティコア1という名の戦士		90611						10001	906100101;906100401;906100501;4900301	906100101;906100401;906100501	4900301		1	74261			{}			90611	9061001	1	4	143	101	1418	106	1.5	0.06	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}		
90620	90620	プレデター	Predator	4	プレート内でよく見られる徘徊クリーチャー,通常は自らのプログラムに従い獣のように狩りを行う.意図的に制御され,集団で行動をしはじめると非常に厄介な存在となる.防御施設に対して一定の脅威性があり,常に警戒が必要	プレデターという名の戦士		90620						10001	906200101;4900301	906200101	4900301		1	74341			{}			90620	9062001	1	4	142	85	1217	106	1.5	0.06	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	3	
90630	90630	ディフェンダー	Sentry Tower	4	プレート内でよく見られる定点式クリーチャー,基部はエネルギーケーブルに接続され,通常は休眠状態にある.起動時には周囲に攻撃を仕掛ける.用途は防衛と警戒で,プレート内の各区域の境界に大量に配置されている	ディフェンダーという名の戦士		90630						10001	906300101;4900301	906300101	4900301		1	74441			{}			90630	9063001	2	4	142	85	1217	100	1.5	0.06	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	3	
90640	90640	フローター	Floater	4	プレート内でよく見られる徘徊クリーチャー,通常は自らのプログラムに従い獣のように狩りを行う.意図的に制御され,集団で行動をしはじめると非常に厄介な存在となる.空中から防御施設に侵入することができるため,常に警戒が必要	フローターという名の戦士		90640						10001	906400101;4900301	906400101	4900301		1	74141			{}			90640	9064001	2	4	142	85	1217	100	1.5	0.06	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	3	
90641	90640	フローター	Floater	4	元の用途は何であれ,トルネードの改造を経た今,これもただの無害な空気清浄機に過ぎない.24時間稼働する監視装置で,前哨基地の清浄な空気を守る	フローターという名の戦士		90640						10001	906400101;4900301	906400101	4900301		1	74241			{}			90641	9064001	2	4	142	85	1217	100	1.5	0.06	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	3	
90650	90650	ディソーダー	Stalker	4	プレート内でよく見られる定点式クリーチャー,通常は固定エリア内で活動している.装備されたフック状の足で建物の隙間,壁,天井を素早く移動し,得た情報を迅速に使用者に届ける	ディソーダーという名の戦士		90650						10001	906500101;4900301	906500101	4900301		1	74241			{}			90650	9065001	1	4	142	85	1217	100	1.5	0.06	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	3	
90660	90660	ポリニューダー	Polynuclear	4	少量ながらプレートで見られる徘徊クリーチャー,通常は自らのプログラムに従い獣のように狩りを行う.破壊力が高く,他のクリーチャーの残骸やコアからエネルギーを回収できるため,遭遇時に探索隊に無視できない脅威性を持つ	ポリニューダーという名の戦士		90660						10001	906600101;4900301	906600101	4900301		1	74341			{}			90660	9066001	2	4	142	85	1217	100	1.5	0.06	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	3	
90670	90670	インスペクター	Inspector	4	プレート内でよく見られる定点式クリーチャー,通常は固定エリア内で活動している.機動性と防御力を兼ね備え,一定の破壊力も持ち,得た情報を迅速に使用者に届ける	インスペクターという名の戦士		90670						10001	906700101;4900301	906700101	4900301		1	74441			{}			90670	9067001	2	4	142	85	1217	100	1.5	0.06	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	3	
90700	90700	ハデス	Hades	4	グリークプレートの砕星人,プレート裏側世界の支配者.失われた古代クリーチャー技術を掌握し,負のエネルギーを使用するタナトスとヒュプノスを製造した.これらの機械が存在する限り,ハデスはほぼ無敵の存在である	ハデス[変異]という名の戦士		90700						10001	907000101;907000201;907000301;907000401	907000101;907000201;907000301	907000401		1	74441			{}			90700	9070001	2	4	170	102	1460	110	1.5	0.1	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	8	
90710	90710	タナトス	Thanatos	4	ハデスが失われた古代クリーチャー技術を用いて製造した機械,負のエネルギーを使用し,すべての生命体に魂の奥底から震えを感じさせる,まさに冥府の使者である	死神という名の戦士		90710						10001	907100101;907100201;907100301;4900301	907100101;907100201;907100301	4900301		1	74141			{}			90710	9071001	2	4	187	92	1460	105	1.5	0.15	0	0	0	5	10	30	0	100	1	7	0	7		0	8			True	False	False	True	{}	{}	{}	9	
90720	90720	ヒュプノス	Hypnos	4	ハデスが失われた古代クリーチャー技術を用いて製造した機械,負のエネルギーを使用し,すべての生命体から力を奪い,眠りに落とす,まさに闇夜の悪夢である	睡神という名の戦士		90720						10001	907200101;907200201;907200301;4900301	907200101;907200201;907200301	4900301		1	74241			{}			90720	9072001	2	4	153	102	1533	115	1.5	0.08	0	0	0	5	10	30	0	100	1	7	0	7		0	11			True	False	False	True	{}	{}	{}	9	
90730	90730	切断型塑造体	Cut Creation	4	製造者不明の自動化人型兵器,通常は砕星人の主要活動範囲には現れない.主に近接用の剣を装備しており,半生体チップで制御されている.人類を排除するプログラムが植え付けられており,その理由は未だに不明である	切断型塑造体という名の戦士		90730						10001	907300101;907300201;4900201	907300101;907300201	4900201		1	74341			{}			90730	9073001	1	4	159	94	1405	105	1.5	0.03	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	4	
90740	90740	射撃型塑造体	Shooting Creation	4	製造者不明の自動化人型兵器,通常は砕星人の主要活動範囲には現れない.主に遠距離兵器を装備しており,半生体チップで制御されている.人類を排除するプログラムが植え付けられており,その理由は未だに不明である	射撃型塑造体という名の戦士		90740						10001	907400101;907400201;4900701	907400101;907400201	4900701		1	74441			{}			90740	9074001	1	4	156	96	1391	106	1.5	0.03	0	0	0	5	10	30	0	100	1	7	0	7		0				True	False	False	True	{}	{}	{}	4	
