id,name,icon_bg_type,icon,"desc"
402000302,紅煙散華,6,4020003,"敵全体に攻撃力の<color=#FFC432>112%</color>の<color=#FF6719>物理ダメージ</color>を1回与える.攻撃後,対象に付与されている<color=#33CCFF>燐の霧</color>をすべて誘爆,<color=#33CCFF>燐の霧</color>1スタック毎に,攻撃力<color=#FFC432>40%</color>分の<skillEff=固定ダメージ>を与える"
402000301,紅煙散華,6,4020003,"敵全体に攻撃力の<color=#FFC432>104%</color>の<color=#FF6719>物理ダメージ</color>を1回与える.攻撃後,対象に付与されている<color=#33CCFF>燐の霧</color>をすべて誘爆,<color=#33CCFF>燐の霧</color>1スタック毎に,攻撃力<color=#FFC432>40%</color>分の<skillEff=固定ダメージ>を与える"
402000205,精密打撃,6,4020002,"敵対象に攻撃力の<color=#FFC432>100%</color>の<color=#FF6719>物理ダメージ</color>を2回与える.攻撃後,対象に<color=#33CCFF>燐の霧</color>を2スタック付与"
402000204,精密打撃,6,4020002,"敵対象に攻撃力の<color=#FFC432>95%</color>の<color=#FF6719>物理ダメージ</color>を2回与える.攻撃後,対象に<color=#33CCFF>燐の霧</color>を2スタック付与"
402000203,精密打撃,6,4020002,"敵対象に攻撃力の<color=#FFC432>90%</color>の<color=#FF6719>物理ダメージ</color>を2回与える.攻撃後,対象に<color=#33CCFF>燐の霧</color>を2スタック付与"
402000202,精密打撃,6,4020002,"敵対象に攻撃力の<color=#FFC432>85%</color>の<color=#FF6719>物理ダメージ</color>を2回与える.攻撃後,対象に<color=#33CCFF>燐の霧</color>を2スタック付与"
402000201,精密打撃,6,4020002,"敵対象に攻撃力の<color=#FFC432>80%</color>の<color=#FF6719>物理ダメージ</color>を2回与える.攻撃後,対象に<color=#33CCFF>燐の霧</color>を2スタック付与"
402000105,空翔撃,6,4020001,"敵対象に攻撃力の<color=#FFC432>100%</color>の<color=#FF6719>物理ダメージ</color>を1回与える.攻撃後,対象に<color=#33CCFF>燐の霧</color>を2スタック付与"
402000104,空翔撃,6,4020001,"敵対象に攻撃力の<color=#FFC432>95%</color>の<color=#FF6719>物理ダメージ</color>を1回与える.攻撃後,対象に<color=#33CCFF>燐の霧</color>を2スタック付与"
402000103,空翔撃,6,4020001,"敵対象に攻撃力の<color=#FFC432>90%</color>の<color=#FF6719>物理ダメージ</color>を1回与える.攻撃後,対象に<color=#33CCFF>燐の霧</color>を2スタック付与"
402000102,空翔撃,6,4020001,"敵対象に攻撃力の<color=#FFC432>85%</color>の<color=#FF6719>物理ダメージ</color>を1回与える.攻撃後,対象に<color=#33CCFF>燐の霧</color>を2スタック付与"
402000101,空翔撃,6,4020001,"敵対象に攻撃力の<color=#FFC432>80%</color>の<color=#FF6719>物理ダメージ</color>を1回与える.攻撃後,対象に<color=#33CCFF>燐の霧</color>を2スタック付与"
401901305,一陣の風(OD),6,4019003,"敵全体に攻撃力の<color=#FFC432>200%</color>の<color=#6666FF>ENダメージ</color>を1回与える.攻撃後,100%の<skillEff=基礎確率>で対象の機動力<color=#FFC432>-30</color>,3ターン継続"
401901304,一陣の風(OD),6,4019003,"敵全体に攻撃力の<color=#FFC432>200%</color>の<color=#6666FF>ENダメージ</color>を1回与える.攻撃後,100%の<skillEff=基礎確率>で対象の機動力<color=#FFC432>-25</color>,3ターン継続"
401901303,一陣の風(OD),6,4019003,"敵全体に攻撃力の<color=#FFC432>192%</color>の<color=#6666FF>ENダメージ</color>を1回与える.攻撃後,100%の<skillEff=基礎確率>で対象の機動力<color=#FFC432>-25</color>,3ターン継続"
401901302,一陣の風(OD),6,4019003,"敵全体に攻撃力の<color=#FFC432>192%</color>の<color=#6666FF>ENダメージ</color>を1回与える.攻撃後,100%の<skillEff=基礎確率>で対象の機動力<color=#FFC432>-20</color>,3ターン継続"
401901301,一陣の風(OD),6,4019003,"敵全体に攻撃力の<color=#FFC432>184%</color>の<color=#6666FF>ENダメージ</color>を1回与える.攻撃後,100%の<skillEff=基礎確率>で対象の機動力<color=#FFC432>-20</color>,3ターン継続"
401900305,一陣の風,6,4019003,"敵全体に攻撃力の<color=#FFC432>100%</color>の<color=#6666FF>ENダメージ</color>を1回与える.攻撃後,100%の<skillEff=基礎確率>で対象の機動力<color=#FFC432>-30</color>,2ターン継続"
401900304,一陣の風,6,4019003,"敵全体に攻撃力の<color=#FFC432>100%</color>の<color=#6666FF>ENダメージ</color>を1回与える.攻撃後,100%の<skillEff=基礎確率>で対象の機動力<color=#FFC432>-25</color>,2ターン継続"
401900303,一陣の風,6,4019003,"敵全体に攻撃力の<color=#FFC432>92%</color>の<color=#6666FF>ENダメージ</color>を1回与える.攻撃後,100%の<skillEff=基礎確率>で対象の機動力<color=#FFC432>-25</color>,2ターン継続"
401900302,一陣の風,6,4019003,"敵全体に攻撃力の<color=#FFC432>92%</color>の<color=#6666FF>ENダメージ</color>を1回与える.攻撃後,100%の<skillEff=基礎確率>で対象の機動力<color=#FFC432>-20</color>,2ターン継続"
401900301,一陣の風,6,4019003,"敵全体に攻撃力の<color=#FFC432>84%</color>の<color=#6666FF>ENダメージ</color>を1回与える.攻撃後,100%の<skillEff=基礎確率>で対象の機動力<color=#FFC432>-20</color>,2ターン継続"
401900205,極光領域,5,4019002,"味方のNP+10.さらに味方全体の機動力<color=#FFC432>+30</color>,2ターン継続,スキルCD1ターン"
401900204,極光領域,5,4019002,"味方のNP+10.さらに味方全体の機動力<color=#FFC432>+25</color>,2ターン継続,スキルCD1ターン"
401900203,極光領域,5,4019002,"味方のNP+10.さらに味方全体の機動力<color=#FFC432>+20</color>,2ターン継続,スキルCD1ターン"
401900202,極光領域,5,4019002,"味方のNP+10.さらに味方全体の機動力<color=#FFC432>+15</color>,2ターン継続,スキルCD1ターン"
401900201,極光領域,5,4019002,"味方のNP+10.さらに味方全体の機動力<color=#FFC432>+10</color>,2ターン継続,スキルCD1ターン"
401900105,突進,6,4019001,敵対象に攻撃力の<color=#FFC432>120%</color>の<color=#6666FF>ENダメージ</color>を1回与える
401900104,突進,6,4019001,敵対象に攻撃力の<color=#FFC432>115%</color>の<color=#6666FF>ENダメージ</color>を1回与える
401900103,突進,6,4019001,"敵対象に攻撃力の<color=#FFC432>110%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
401900102,突進,6,4019001,"敵対象に攻撃力の<color=#FFC432>105%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
401900101,突進,6,4019001,"敵対象に攻撃力の<color=#FFC432>100%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
401501305,イリディセントレンズ(OD),6,4015003,"敵対象に攻撃力の<color=#FFC432>260%</color>の<color=#6666FF>ENダメージ</color>を2回与える.攻撃後,<color=#FFC432>100%</color>の<skillEff=基礎確率>で対象に<skillEff=沈黙>を付与,2ターン継続"
401501304,イリディセントレンズ(OD),6,4015003,"敵対象に攻撃力の<color=#FFC432>260%</color>の<color=#6666FF>ENダメージ</color>を2回与える.攻撃後,<color=#FFC432>90%</color>の<skillEff=基礎確率>で対象に<skillEff=沈黙>を付与,2ターン継続"
401501303,イリディセントレンズ(OD),6,4015003,"敵対象に攻撃力の<color=#FFC432>250%</color>の<color=#6666FF>ENダメージ</color>を2回与える.攻撃後,<color=#FFC432>90%</color>の<skillEff=基礎確率>で対象に<skillEff=沈黙>を付与,2ターン継続"
401501302,イリディセントレンズ(OD),6,4015003,"敵対象に攻撃力の<color=#FFC432>250%</color>の<color=#6666FF>ENダメージ</color>を2回与える.攻撃後,<color=#FFC432>80%</color>の<skillEff=基礎確率>で対象に<skillEff=沈黙>を付与,2ターン継続"
401501301,イリディセントレンズ(OD),6,4015003,"敵対象に攻撃力の<color=#FFC432>240%</color>の<color=#6666FF>ENダメージ</color>を2回与える.攻撃後,<color=#FFC432>80%</color>の<skillEff=基礎確率>で対象に<skillEff=沈黙>を付与,2ターン継続"
401500405,リフレクター,6,4015003,"自身が<color=#6666FF>ENダメージ</color>を受けた時,被ダメージの<color=#FFC432>100%</color>を攻撃者に反射"
401500404,リフレクター,6,4015003,"自身が<color=#6666FF>ENダメージ</color>を受けた時,被ダメージの<color=#FFC432>90%</color>を攻撃者に反射"
401500403,リフレクター,6,4015003,"自身が<color=#6666FF>ENダメージ</color>を受けた時,被ダメージの<color=#FFC432>80%</color>を攻撃者に反射"
401500402,リフレクター,6,4015003,"自身が<color=#6666FF>ENダメージ</color>を受けた時,被ダメージの<color=#FFC432>70%</color>を攻撃者に反射"
401500401,リフレクター,6,4015003,"自身が<color=#6666FF>ENダメージ</color>を受けた時,被ダメージの<color=#FFC432>60%</color>を攻撃者に反射"
401500305,イリディセントレンズ,6,4015003,"敵対象に攻撃力の<color=#FFC432>120%</color>の<color=#6666FF>ENダメージ</color>を2回与える.攻撃後,<color=#FFC432>100%</color>の<skillEff=基礎確率>で対象に<skillEff=沈黙>を付与,1ターン継続"
401500304,イリディセントレンズ,6,4015003,"敵対象に攻撃力の<color=#FFC432>120%</color>の<color=#6666FF>ENダメージ</color>を2回与える.攻撃後,<color=#FFC432>90%</color>の<skillEff=基礎確率>で対象に<skillEff=沈黙>を付与,1ターン継続"
401500303,イリディセントレンズ,6,4015003,"敵対象に攻撃力の<color=#FFC432>110%</color>の<color=#6666FF>ENダメージ</color>を2回与える.攻撃後,<color=#FFC432>90%</color>の<skillEff=基礎確率>で対象に<skillEff=沈黙>を付与,1ターン継続"
401500302,イリディセントレンズ,6,4015003,"敵対象に攻撃力の<color=#FFC432>110%</color>の<color=#6666FF>ENダメージ</color>を2回与える.攻撃後,<color=#FFC432>80%</color>の<skillEff=基礎確率>で対象に<skillEff=沈黙>を付与,1ターン継続"
401500301,イリディセントレンズ,6,4015003,"敵対象に攻撃力の<color=#FFC432>100%</color>の<color=#6666FF>ENダメージ</color>を2回与える.攻撃後,<color=#FFC432>80%</color>の<skillEff=基礎確率>で対象に<skillEff=沈黙>を付与,1ターン継続"
401500205,ブライトショット,6,4015002,"縦一列の敵に攻撃力の<color=#FFC432>168%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
401500204,ブライトショット,6,4015002,"縦一列の敵に攻撃力の<color=#FFC432>161%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
401500203,ブライトショット,6,4015002,"縦一列の敵に攻撃力の<color=#FFC432>154%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
401500202,ブライトショット,6,4015002,"縦一列の敵に攻撃力の<color=#FFC432>147%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
401500201,ブライトショット,6,4015002,縦一列の敵に攻撃力の<color=#FFC432>140%</color>の<color=#6666FF>ENダメージ</color>を1回与える
401500105,セブンカラーズ,6,4015001,"敵対象に攻撃力の<color=#FFC432>120%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
401500104,セブンカラーズ,6,4015001,"敵対象に攻撃力の<color=#FFC432>115%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
401500103,セブンカラーズ,6,4015001,"敵対象に攻撃力の<color=#FFC432>110%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
401500102,セブンカラーズ,6,4015001,"敵対象に攻撃力の<color=#FFC432>105%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
401500101,セブンカラーズ,6,4015001,敵対象に攻撃力の<color=#FFC432>100%</color>の<color=#6666FF>ENダメージ</color>を1回与える
401401305,剣影銃光(OD),6,4014003,敵対象に攻撃力の<color=#FFC432>138%</color>の<color=#6666FF>ENダメージ</color>を5回与える
401401304,剣影銃光(OD),6,4014003,敵対象に攻撃力の<color=#FFC432>135%</color>の<color=#6666FF>ENダメージ</color>を5回与える
401401303,剣影銃光(OD),6,4014003,"敵対象に攻撃力の<color=#FFC432>132%</color>の<color=#6666FF>ENダメージ</color>を5回与える"
401401302,剣影銃光(OD),6,4014003,"敵対象に攻撃力の<color=#FFC432>129%</color>の<color=#6666FF>ENダメージ</color>を5回与える"
401401301,剣影銃光(OD),6,4014003,敵対象に攻撃力の<color=#FFC432>126%</color>の<color=#6666FF>ENダメージ</color>を5回与える
401400305,剣影銃光,6,4014003,"敵対象に攻撃力の<color=#FFC432>72%</color>の<color=#6666FF>ENダメージ</color>を5回与える"
401400304,剣影銃光,6,4014003,"敵対象に攻撃力の<color=#FFC432>69%</color>の<color=#6666FF>ENダメージ</color>を5回与える"
401400303,剣影銃光,6,4014003,敵対象に攻撃力の<color=#FFC432>66%</color>の<color=#6666FF>ENダメージ</color>を5回与える
401400302,剣影銃光,6,4014003,"敵対象に攻撃力の<color=#FFC432>63%</color>の<color=#6666FF>ENダメージ</color>を5回与える"
401400301,剣影銃光,6,4014003,敵対象に攻撃力の<color=#FFC432>60%</color>の<color=#6666FF>ENダメージ</color>を5回与える
401400205,一条の輝き,6,4014002,"敵対象に攻撃力の<color=#FFC432>240%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
401400204,一条の輝き,6,4014002,"敵対象に攻撃力の<color=#FFC432>230%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
401400203,一条の輝き,6,4014002,敵対象に攻撃力の<color=#FFC432>220%</color>の<color=#6666FF>ENダメージ</color>を1回与える
401400202,一条の輝き,6,4014002,敵対象に攻撃力の<color=#FFC432>210%</color>の<color=#6666FF>ENダメージ</color>を1回与える
401400201,一条の輝き,6,4014002,敵対象に攻撃力の<color=#FFC432>200%</color>の<color=#6666FF>ENダメージ</color>を1回与える
401400105,霞光斬り,6,4014001,"敵対象に攻撃力の<color=#FFC432>60%</color>の<color=#FF6719>物理ダメージ</color>を2回与える"
401400104,霞光斬り,6,4014001,敵対象に攻撃力の<color=#FFC432>57.5%</color>の<color=#FF6719>物理ダメージ</color>を2回与える
401400103,霞光斬り,6,4014001,敵対象に攻撃力の<color=#FFC432>55%</color>の<color=#FF6719>物理ダメージ</color>を2回与える
401400102,霞光斬り,6,4014001,"敵対象に攻撃力の<color=#FFC432>52.5%</color>の<color=#FF6719>物理ダメージ</color>を2回与える"
401400101,霞光斬り,6,4014001,"敵対象に攻撃力の<color=#FFC432>50%</color>の<color=#FF6719>物理ダメージ</color>を2回与える"
401201305,ダイヤモンドダスト(OD),6,4012003,"敵対象に攻撃力の<color=#FFC432>144%</color>の<color=#FF6719>物理ダメージ</color>を1回与える.その後,敵全体に攻撃力の<color=#FFC432>54%</color>の<color=#6666FF>ENダメージ</color>を2回与える.ダメージを与えた時,自身の効果命中+50%,与ダメージ+50%"
401201304,ダイヤモンドダスト(OD),6,4012003,"敵対象に攻撃力の<color=#FFC432>138%</color>の<color=#FF6719>物理ダメージ</color>を1回与える.その後,敵全体に攻撃力の<color=#FFC432>51%</color>の<color=#6666FF>ENダメージ</color>を2回与える.ダメージを与えた時,自身の効果命中+50%,与ダメージ+50%"
401201303,ダイヤモンドダスト(OD),6,4012003,"敵対象に攻撃力の<color=#FFC432>132%</color>の<color=#FF6719>物理ダメージ</color>を1回与える.その後,敵全体に攻撃力の<color=#FFC432>49%</color>の<color=#6666FF>ENダメージ</color>を2回与える.ダメージを与えた時,自身の効果命中+50%,与ダメージ+50%"
401201302,ダイヤモンドダスト(OD),6,4012003,"敵対象に攻撃力の<color=#FFC432>126%</color>の<color=#FF6719>物理ダメージ</color>を1回与える.その後,敵全体に攻撃力の<color=#FFC432>47%</color>の<color=#6666FF>ENダメージ</color>を2回与える.ダメージを与えた時,自身の効果命中+50%,与ダメージ+50%"
401201301,ダイヤモンドダスト(OD),6,4012003,"敵対象に攻撃力の<color=#FFC432>120%</color>の<color=#FF6719>物理ダメージ</color>を1回与える.その後,敵全体に攻撃力の<color=#FFC432>45%</color>の<color=#6666FF>ENダメージ</color>を2回与える.ダメージを与えた時,自身の効果命中+50%,与ダメージ+50%"
401200305,ダイヤモンドダスト,6,4012003,"敵対象に攻撃力の<color=#FFC432>144%</color>の<color=#FF6719>物理ダメージ</color>を1回与える.その後,敵全体に攻撃力の<color=#FFC432>54%</color>の<color=#6666FF>ENダメージ</color>を2回与える"
401200304,ダイヤモンドダスト,6,4012003,"敵対象に攻撃力の<color=#FFC432>138%</color>の<color=#FF6719>物理ダメージ</color>を1回与える.その後,敵全体に攻撃力の<color=#FFC432>51%</color>の<color=#6666FF>ENダメージ</color>を2回与える"
401200303,ダイヤモンドダスト,6,4012003,"敵対象に攻撃力の<color=#FFC432>132%</color>の<color=#FF6719>物理ダメージ</color>を1回与える.その後,敵全体に攻撃力の<color=#FFC432>49%</color>の<color=#6666FF>ENダメージ</color>を2回与える"
401200302,ダイヤモンドダスト,6,4012003,"敵対象に攻撃力の<color=#FFC432>126%</color>の<color=#FF6719>物理ダメージ</color>を1回与える.その後,敵全体に攻撃力の<color=#FFC432>47%</color>の<color=#6666FF>ENダメージ</color>を2回与える"
401200301,ダイヤモンドダスト,6,4012003,"敵対象に攻撃力の<color=#FFC432>120%</color>の<color=#FF6719>物理ダメージ</color>を1回与える.その後,敵全体に攻撃力の<color=#FFC432>45%</color>の<color=#6666FF>ENダメージ</color>を2回与える"
401200205,フロストボム,6,4012002,"縦一列の敵に攻撃力の<color=#FFC432>148%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
401200204,フロストボム,6,4012002,"縦一列の敵に攻撃力の<color=#FFC432>141%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
401200203,フロストボム,6,4012002,縦一列の敵に攻撃力の<color=#FFC432>134%</color>の<color=#6666FF>ENダメージ</color>を1回与える
401200202,フロストボム,6,4012002,縦一列の敵に攻撃力の<color=#FFC432>127%</color>の<color=#6666FF>ENダメージ</color>を1回与える
401200201,フロストボム,6,4012002,縦一列の敵に攻撃力の<color=#FFC432>120%</color>の<color=#6666FF>ENダメージ</color>を1回与える
401200105,ブリザービーム,6,4012001,敵対象に攻撃力の<color=#FFC432>110%</color>の<color=#6666FF>ENダメージ</color>を1回与える
401200104,ブリザービーム,6,4012001,"敵対象に攻撃力の<color=#FFC432>105%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
401200103,ブリザービーム,6,4012001,"敵対象に攻撃力の<color=#FFC432>100%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
401200102,ブリザービーム,6,4012001,"敵対象に攻撃力の<color=#FFC432>95%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
401200101,ブリザービーム,6,4012001,"敵対象に攻撃力の<color=#FFC432>90%</color>の<color=#6666FF>ENダメージ</color>を1回与える"
400701305,電光狙撃(OD),6,4007003,"敵対象に攻撃力の<color=#FFC432>125%</color>の<color=#FF6719>物理ダメージ</color>を4回与える.攻撃後,<color=#FFC432>100%</color>の<skillEff=基礎確率>で対象に<skillEff=麻痺>を付与,3ターン継続"
400701304,電光狙撃(OD),6,4007003,"敵対象に攻撃力の<color=#FFC432>125%</color>の<color=#FF6719>物理ダメージ</color>を4回与える.攻撃後,<color=#FFC432>90%</color>の<skillEff=基礎確率>で対象に<skillEff=麻痺>を付与,3ターン継続"
400701303,電光狙撃(OD),6,4007003,"敵対象に攻撃力の<color=#FFC432>120%</color>の<color=#FF6719>物理ダメージ</color>を4回与える.攻撃後,<color=#FFC432>90%</color>の<skillEff=基礎確率>で対象に<skillEff=麻痺>を付与,3ターン継続"
400701302,電光狙撃(OD),6,4007003,"敵対象に攻撃力の<color=#FFC432>120%</color>の<color=#FF6719>物理ダメージ</color>を4回与える.攻撃後,<color=#FFC432>80%</color>の<skillEff=基礎確率>で対象に<skillEff=麻痺>を付与,3ターン継続"
400701301,電光狙撃(OD),6,4007003,"敵対象に攻撃力の<color=#FFC432>115%</color>の<color=#FF6719>物理ダメージ</color>を4回与える.攻撃後,<color=#FFC432>80%</color>の<skillEff=基礎確率>で対象に<skillEff=麻痺>を付与,3ターン継続"
400700305,電光狙撃,6,4007003,"敵対象に攻撃力の<color=#FFC432>75%</color>の<color=#FF6719>物理ダメージ</color>を4回与える.攻撃後,<color=#FFC432>100%</color>の<skillEff=基礎確率>で対象に<skillEff=麻痺>を付与,2ターン継続"
400700304,電光狙撃,6,4007003,"敵対象に攻撃力の<color=#FFC432>75%</color>の<color=#FF6719>物理ダメージ</color>を4回与える.攻撃後,<color=#FFC432>90%</color>の<skillEff=基礎確率>で対象に<skillEff=麻痺>を付与,2ターン継続"
400700303,電光狙撃,6,4007003,"敵対象に攻撃力の<color=#FFC432>70%</color>の<color=#FF6719>物理ダメージ</color>を4回与える.攻撃後,<color=#FFC432>90%</color>の<skillEff=基礎確率>で対象に<skillEff=麻痺>を付与,2ターン継続"
400700302,電光狙撃,6,4007003,"敵対象に攻撃力の<color=#FFC432>70%</color>の<color=#FF6719>物理ダメージ</color>を4回与える.攻撃後,<color=#FFC432>80%</color>の<skillEff=基礎確率>で対象に<skillEff=麻痺>を付与,2ターン継続"
400700301,電光狙撃,6,4007003,"敵対象に攻撃力の<color=#FFC432>65%</color>の<color=#FF6719>物理ダメージ</color>を4回与える.攻撃後,<color=#FFC432>80%</color>の<skillEff=基礎確率>で対象に<skillEff=麻痺>を付与,2ターン継続"
400700205,電磁ショット,6,4007002,"敵対象に攻撃力の<color=#FFC432>280%</color>の<color=#FF6719>物理ダメージ</color>を1回与える.攻撃後,自身の攻撃力+20%,1ターン継続,スキルCD1ターン"
400700204,電磁ショット,6,4007002,"敵対象に攻撃力の<color=#FFC432>270%</color>の<color=#FF6719>物理ダメージ</color>を1回与える.攻撃後,自身の攻撃力+20%,1ターン継続,スキルCD1ターン"
400700203,電磁ショット,6,4007002,"敵対象に攻撃力の<color=#FFC432>260%</color>の<color=#FF6719>物理ダメージ</color>を1回与える.攻撃後,自身の攻撃力+20%,1ターン継続,スキルCD1ターン"
400700202,電磁ショット,6,4007002,"敵対象に攻撃力の<color=#FFC432>250%</color>の<color=#FF6719>物理ダメージ</color>を1回与える.攻撃後,自身の攻撃力+20%,1ターン継続,スキルCD1ターン"
400700201,電磁ショット,6,4007002,"敵対象に攻撃力の<color=#FFC432>240%</color>の<color=#FF6719>物理ダメージ</color>を1回与える.攻撃後,自身の攻撃力+20%,1ターン継続,スキルCD1ターン"
400700105,蓄電ライフル,6,4007001,"敵対象に攻撃力の<color=#FFC432>120%</color>の<color=#FF6719>物理ダメージ</color>を1回与える"
400700104,蓄電ライフル,6,4007001,敵対象に攻撃力の<color=#FFC432>115%</color>の<color=#FF6719>物理ダメージ</color>を1回与える
400700103,蓄電ライフル,6,4007001,敵対象に攻撃力の<color=#FFC432>110%</color>の<color=#FF6719>物理ダメージ</color>を1回与える
400700102,蓄電ライフル,6,4007001,敵対象に攻撃力の<color=#FFC432>105%</color>の<color=#FF6719>物理ダメージ</color>を1回与える
400700101,蓄電ライフル,6,4007001,"敵対象に攻撃力の<color=#FFC432>100%</color>の<color=#FF6719>物理ダメージ</color>を1回与える"
400601305,晦靄隠氤(OD),6,4006003,"敵対象に攻撃力の<color=#FFC432>55%</color>の<color=#6666FF>ENダメージ</color>を6回与える.ダメージを与える前,自身の機動力が1毎に,追加で与ダメージ+0.6%.攻撃後,<color=#FFC432>100%</color>の<skillEff=基礎確率>で対象の被ダメージ+15%,2ターン継続"
400601304,晦靄隠氤(OD),6,4006003,"敵対象に攻撃力の<color=#FFC432>55%</color>の<color=#6666FF>ENダメージ</color>を6回与える.ダメージを与える前,自身の機動力が1毎に,追加で与ダメージ+0.6%.攻撃後,<color=#FFC432>75%</color>の<skillEff=基礎確率>で対象の被ダメージ+15%,2ターン継続"
400601303,晦靄隠氤(OD),6,4006003,"敵対象に攻撃力の<color=#FFC432>52.5%</color>の<color=#6666FF>ENダメージ</color>を6回与える.ダメージを与える前,自身の機動力が1毎に,追加で与ダメージ+0.6%.攻撃後,<color=#FFC432>75%</color>の<skillEff=基礎確率>で対象の被ダメージ+15%,2ターン継続"
400601302,晦靄隠氤(OD),6,4006003,"敵対象に攻撃力の<color=#FFC432>52.5%</color>の<color=#6666FF>ENダメージ</color>を6回与える.ダメージを与える前,自身の機動力が1毎に,追加で与ダメージ+0.6%.攻撃後,<color=#FFC432>50%</color>の<skillEff=基礎確率>で対象の被ダメージ+15%,2ターン継続"
400601301,晦靄隠氤(OD),6,4006003,"敵対象に攻撃力の<color=#FFC432>50%</color>の<color=#6666FF>ENダメージ</color>を6回与える.ダメージを与える前,自身の機動力が1毎に,追加で与ダメージ+0.6%.攻撃後,<color=#FFC432>50%</color>の<skillEff=基礎確率>で対象の被ダメージ+15%,2ターン継続"
400600305,晦靄隠氤,6,4006003,"敵対象に攻撃力の<color=#FFC432>55%</color>の<color=#6666FF>ENダメージ</color>を6回与える.攻撃後,<color=#FFC432>100%</color>の<skillEff=基礎確率>で対象の被ダメージ+15%,2ターン継続"
400600304,晦靄隠氤,6,4006003,"敵対象に攻撃力の<color=#FFC432>55%</color>の<color=#6666FF>ENダメージ</color>を6回与える.攻撃後,<color=#FFC432>75%</color>の<skillEff=基礎確率>で対象の被ダメージ+15%,2ターン継続"
400600303,晦靄隠氤,6,4006003,"敵対象に攻撃力の<color=#FFC432>52.5%</color>の<color=#6666FF>ENダメージ</color>を6回与える.攻撃後,<color=#FFC432>75%</color>の<skillEff=基礎確率>で対象の被ダメージ+15%,2ターン継続"
400600302,晦靄隠氤,6,4006003,"敵対象に攻撃力の<color=#FFC432>52.5%</color>の<color=#6666FF>ENダメージ</color>を6回与える.攻撃後,<color=#FFC432>50%</color>の<skillEff=基礎確率>で対象の被ダメージ+15%,2ターン継続"
400600301,晦靄隠氤,6,4006003,"敵対象に攻撃力の<color=#FFC432>50%</color>の<color=#6666FF>ENダメージ</color>を6回与える.攻撃後,<color=#FFC432>50%</color>の<skillEff=基礎確率>で対象の被ダメージ+15%,2ターン継続"
400600205,煙嵐雲岫,6,4006002,"敵対象に攻撃力の<color=#FFC432>73.3%</color>の<color=#6666FF>ENダメージ</color>を3回与える.攻撃後,<color=#FFC432>100%</color>の確率で自身に<color=#FF3300>煙</color>を1スタック付与,最多5スタック,解除不可<color=#FF3300>煙</color>:機動力+10"
400600204,煙嵐雲岫,6,4006002,"敵対象に攻撃力の<color=#FFC432>73.3%</color>の<color=#6666FF>ENダメージ</color>を3回与える.攻撃後,<color=#FFC432>75%</color>の確率で自身に<color=#FF3300>煙</color>を1スタック付与,最多5スタック,解除不可<color=#FF3300>煙</color>:機動力+10"
400600203,煙嵐雲岫,6,4006002,"敵対象に攻撃力の<color=#FFC432>70%</color>の<color=#6666FF>ENダメージ</color>を3回与える.攻撃後,<color=#FFC432>75%</color>の確率で自身に<color=#FF3300>煙</color>を1スタック付与,最多5スタック,解除不可<color=#FF3300>煙</color>:機動力+10"
400600202,煙嵐雲岫,6,4006002,"敵対象に攻撃力の<color=#FFC432>70%</color>の<color=#6666FF>ENダメージ</color>を3回与える.攻撃後,<color=#FFC432>50%</color>の確率で自身に<color=#FF3300>煙</color>を1スタック付与,最多5スタック,解除不可<color=#FF3300>煙</color>:機動力+10"
400600201,煙嵐雲岫,6,4006002,"敵対象に攻撃力の<color=#FFC432>66.7%</color>の<color=#6666FF>ENダメージ</color>を3回与える.攻撃後,<color=#FFC432>50%</color>の確率で自身に<color=#FF3300>煙</color>を1スタック付与,最多5スタック,解除不可<color=#FF3300>煙</color>:機動力+10"
400600105,毒瀧,6,4006001,"敵対象に攻撃力の<color=#FFC432>55%</color>の<color=#6666FF>ENダメージ</color>を2回与える.攻撃後,<color=#FFC432>100%</color>の確率で自身に<color=#FF3300>霧</color>を1スタック付与,最多5スタック,解除不可<color=#FF3300>霧</color>:会心率+5%"
400600104,毒瀧,6,4006001,"敵対象に攻撃力の<color=#FFC432>55%</color>の<color=#6666FF>ENダメージ</color>を2回与える.攻撃後,<color=#FFC432>75%</color>の確率で自身に<color=#FF3300>霧</color>を1スタック付与,最多5スタック,解除不可<color=#FF3300>霧</color>:会心率+5%"
